CONTAINERNUMBER,ADDRESS,LATITUDE,LONGITUDE,FRACTION,COUNTER,FILLHEIGHT,DATE,TEMPERATURE
'3709','Hillevågsveien 24','58.9493600','5.7439483','Restavfall','4','612','23.04.2019',' '
'1226','Hinna Brygge','58.9170151','5.7402835','Papir','0','1397','23.04.2019','19'
'1207','Hinna Brygge','58.9170151','5.7402835','Bio','0','2223','17.04.2019',' '
'2397','Hinna Brygge','58.9170151','5.7402835','Glass/metall','0','2029','23.04.2019','19'
'2398','Hinna Brygge','58.9170151','5.7402835','Restavfall','0','1359','23.04.2019','17'
'1411','Hinna Brygge','58.9170151','5.7402835','Restavfall','0','191','20.02.2019','33'
'3078','Hinna pluss - 1','58.9170800','5.7349200','Papir','47','1149','23.04.2019','19'
'3393','Hinna pluss - 1','58.9170800','5.7349200','Bio','107','2223','17.04.2019','19'
'3390','Hinna pluss - 1','58.9170800','5.7349200','Restavfall','215','2046','23.04.2019','29'
'2763','Hinna pluss - 2','58.9162533','5.7345650','Papir','15','1804','23.04.2019','21'
'2382','Hinna pluss - 2','58.9162533','5.7345650','Restavfall','140','1384','23.04.2019','21'
'2768','Hinna pluss - 2','58.9162533','5.7345650','Bio','44','2266','20.04.2019','15'
'2582','Hinnahagen','58.9202717','5.7121167','Papir','66','1497','04.04.2019','21'
'2312','Hinnahagen','58.9202717','5.7121167','Restavfall','98','1858','23.04.2019','21'
'2309','Hinnahagen','58.9202717','5.7121167','Bio','42','2223','11.04.2019','17'
'573','Hj.Johansensgt','58.9504024','5.7264995','Papir','0','1509','23.04.2019','17'
'546','Hj.Johansensgt','58.9504024','5.7264995','Restavfall','0','1514','23.04.2019','17'
'2364','Hjalmar Johansens gate','58.9504024','5.7264995','Restavfall','0','1980','07.03.2019','17'
'989','Holbergstunet','58.8481847','5.7358765','Papir','39','0','23.04.2019','21'
'344','Holbergstunet','58.8481847','5.7358765','Bio','86','0','23.04.2019',' '
'2827','Holbergstunet','58.8481847','5.7358765','Restavfall','81','1550','23.04.2019','21'
'1736','Holbergstunet','58.8481847','5.7358765','Restavfall','123','2266','23.04.2019',' '
'2416','Holmegenes','58.9632633','5.7178200','Restavfall','51','1201','23.04.2019','17'
'2442','Holmegenes','58.9632633','5.7178200','Bio','5','1099','23.04.2019','63'
'2425','Holmegenes','58.9632633','5.7178200','Papir','8','1401','22.04.2019','17'
'650','Horizont','58.9998589','5.6090498','Restavfall','94','0','23.04.2019','13'
'1910','Horizont','58.9998589','5.6090498','Papir','45','492','23.04.2019','1'
'1415','Horizont','58.9998589','5.6090498','Bio','205','2223','19.04.2019',' '
'3500','Horizont','58.9998589','5.6090498','Restavfall','96','2301','23.04.2019','33'
'3002','Hove gård - 3','58.8327783','5.7319283','Papir','41','848','23.04.2019','21'
'3043','Hove gård - 3','58.8327783','5.7319283','Bio','108','0','21.04.2019','15'
'3020','Hove gård - 3','58.8327783','5.7319283','Restavfall','219','1409','23.04.2019','21'
'3036','Hove gård - 3','58.8327783','5.7319283','Glass/metall','32','1196','23.04.2019','21'
'1395','Hovemarka','58.8338356','5.7376232','Restavfall','89','1568','23.04.2019',' '
'1578','Hovemarka','58.8338356','5.7376232','Papir','29','1797','23.04.2019','17'
'1582','Hovemarka','58.8338356','5.7376232','Bio','166','689','22.04.2019','21'
'2932','Hovemarka - 2','58.8336283','5.7372250','Restavfall','72','1096','23.04.2019','23'
'2925','Hovemarka - 2','58.8336283','5.7372250','Bio','81','1258','23.04.2019','21'
'3336','Hovemarka - 2','58.8336283','5.7372250','Papir','15','1631','23.04.2019','23'
'2950','Hovemarka - 2','58.8336283','5.7372250','Glass/metall','44','1138','23.04.2019','21'
'378','Hoveveien','58.8431358','5.7347150','Papir','19','2070','23.04.2019','17'
'86','Hoveveien','58.8431358','5.7347150','Bio','101','1385','23.04.2019','17'
'1178','Hoveveien','58.8431358','5.7347150','Restavfall','68','1664','23.04.2019','19'
'3327','Hundvåg alle - 1','58.9935500','5.7305000','Bio','93','1695','16.04.2019','21'
'1245','Hundvåg alle - 2','58.9941399','5.7309317','Papir','15','377','23.04.2019',' '
'787','Hundvåg alle - 2','58.9941399','5.7309317','Restavfall','83','842','23.04.2019','1'
'2321','Hundvåg alle - 2 Næring','58.9941811','5.7312738','Rest-næring','69','1280','23.04.2019','19'
'402','Hundvåg alle-1','58.9935500','5.7305000','Restavfall','163','953','23.04.2019','1'
'2781','Hundvåg alle-1','58.9935500','5.7305000','Papir','56','2010','23.04.2019','21'
'3795','Hundvåg skole',,,'Papir-næring','46','2359','23.04.2019',' '
'3792','Hundvåg skole',,,'Rest-næring','14','60','23.04.2019','36'
'2574','Hundvåg svømmehall','58.9945617','5.7406367','Rest-næring','15','1716','23.04.2019','21'
'2591','Hundvåg svømmehall','58.9945617','5.7406367','Papir-næring','6','2360','23.04.2019','21'
'3907','Hundvågparken',,,'Restavfall','157','20','23.04.2019',' '
'3912','Hundvågparken',,,'Papir','138','378','23.04.2019','37'
'3875','Hundvågparken',,,'Bio','65','20','23.04.2019',' '
'2951','Hundvågtunet','58.9943300','5.7321100','Restavfall','122','2266','23.04.2019','13'
'3673','Hundvågtunet','58.9943300','5.7321100','Bio','23','378','16.04.2019',' '
'2153','Hundvågtunet','58.9943300','5.7321100','Papir','24','965','23.04.2019','21'
'3253','Husabøryggen bofellesskap','58.9978783','5.7318283','Restavfall','270','1522','23.04.2019','21'
'3263','Husabøryggen bofellesskap','58.9978783','5.7318283','Papir','57','1152','23.04.2019','19'
'3258','Husabøryggen bofellesskap','58.9978783','5.7318283','Bio','46','1176','23.04.2019','19'
'70','Hustuftene','58.9433900','5.6878200','Restavfall','14','0','23.04.2019','19'
'1317','Hustuftene','58.9433900','5.6878200','Papir','25','1418','23.04.2019','1'
'49','Hustuftene','58.9433900','5.6878200','Bio','46','2011','23.04.2019','17'
'1165','Hytter-Dreggjavik','58.9343217','5.9689367','Restavfall','0','1998','23.04.2019','15'
'3892','Hytter-Dreggjavik','58.9343217','5.9689367','Papir','0','0','23.04.2019','20'
'1799','Hytter-Dreggjavik','58.9343217','5.9689367','Restavfall','0','2223','23.04.2019','1'
'3903','Hytter-Eikelivatn','58.9094022','5.9576148','Papir','0','1104','23.04.2019','22'
'2956','Hytter-Eikelivatn','58.9094022','5.9576148','Restavfall','0','1716','23.04.2019','21'
'3698','Hytter-Eikelivatn','58.9094022','5.9576148','Restavfall','0','1248','23.04.2019',' '
'2349','Hytter-Hogstad','58.8832665','5.8382716','Restavfall','0','1342','23.04.2019','21'
'3462','Hytter-Hogstad','58.8832665','5.8382716','Restavfall','0','761','23.04.2019','25'
'1507','Hytter-Hogstad','58.8832665','5.8382716','Papir','0','737','23.04.2019','19'
'3882','Hytter-Høle kai','58.8963818','6.0240648','Papir','0','1247','23.04.2019','19'
'2057','Hytter-Høle kai','58.8963818','6.0240648','Restavfall','0','2046','23.04.2019','1'
'3893','Hytter-Slong-Long','58.8839758','5.8777302','Restavfall','0','0','23.04.2019','29'
'2348','Hytter-Slong-Long','58.8839758','5.8777302','Papir','0','2266','23.04.2019',' '
'3914','Hytter-Slong-Long','58.8839758','5.8777302','Restavfall','0','2212','23.04.2019','28'
'2219','Håland skole','58.8596017','5.5844183','Papir-næring','55','2048','03.04.2019','1'
'151','Håland skole','58.8596017','5.5844183','Rest-næring','0','2100','23.04.2019','17'
'3095','Høle barnehage','58.8958740','6.0143919','Papir-næring','40','1496','22.04.2019','17'
'1179','Høle barnehage','58.8958740','6.0143919','Rest-næring','89','1400','23.04.2019','17'
'2436','Høvdingtunet 1A','58.8293900','5.7296333','Restavfall','63','2341','23.04.2019','31'
'2435','Høvdingtunet 1A','58.8293900','5.7296333','Bio','214','2360','23.04.2019',' '
'1276','Høvdingtunet 1A','58.8293900','5.7296333','Papir','45','2360','23.04.2019',' '
'1340','Høvdingtunet 1A','58.8293900','5.7296333','Restavfall','231','2360','23.04.2019',' '
'1187','Indre Vågen - 1','58.8515317','5.7433567','Bio','80','1206','23.04.2019','23'
'1251','Indre Vågen - 1','58.8515317','5.7433567','Papir','66','1696','23.04.2019','19'
'2257','Indre Vågen - 1','58.8515317','5.7433567','Restavfall','56','1247','23.04.2019','23'
'3219','Indre Vågen - 2','58.8514519','5.7448215','Papir','101','1781','23.04.2019','25'
'3226','Indre Vågen - 2','58.8514519','5.7448215','Restavfall','135','1433','23.04.2019','25'
'3217','Indre Vågen - 2','58.8514519','5.7448215','Bio','82','0','21.04.2019','31'
'1426','Indre Vågen - 3','58.8510132','5.7460265','Papir','78','2223','23.04.2019','31'
'3259','Indre Vågen - 3','58.8510132','5.7460265','Restavfall','66','1587','23.04.2019','25'
'1416','Indre Vågen - 3','58.8510132','5.7460265','Bio','87','1258','04.04.2019','23'
'1644','Indre Vågen - 4','58.8509100','5.7465617','Restavfall','150','913','23.04.2019',' '
'1745','Indre Vågen - 4','58.8509100','5.7465617','Papir','37','1626','23.04.2019','23'
'1648','Indre Vågen - 4','58.8509100','5.7465617','Bio','118','2223','23.04.2019','31'
'1468','Indre Vågen - 4','58.8509100','5.7465617','Papir','58','2223','23.04.2019',' '
'1625','Indre Vågen - 4','58.8509100','5.7465617','Glass/metall','190','1583','23.04.2019',' '
'2026','Indre Vågen - 4','58.8509100','5.7465617','Restavfall','55','1308','23.04.2019',' '
'2275','Indre Vågen - 4','58.8509100','5.7465617','Restavfall','81','845','23.04.2019','25'
'1940','Indre Vågen - 4','58.8509100','5.7465617','Papir','97','1600','23.04.2019',' '
'2261','Indre Vågen - 4','58.8509100','5.7465617','Bio','390','1396','23.04.2019','1'
'1230','Indre Vågen - 4','58.8509100','5.7465617','Restavfall','204','1503','23.04.2019','1'
'3107','Indre Vågen - 4','58.8509100','5.7465617','Papir','38','1636','23.04.2019','25'
'3791','Ingridtunet ','58.6173134','5.6442017','Glass/metall','33','377','23.04.2019',' '
'1472','Ingridtunet ','58.6173134','5.6442017','Restavfall','143','1981','23.04.2019','19'
'1221','Ingridtunet ','58.6173134','5.6442017','Bio','137','2301','23.04.2019','17'
'1248','Ingridtunet ','58.6173134','5.6442017','Papir','41','2125','22.04.2019','13'
'3146','Innseilingå - 1','58.9812700','5.7172667','Restavfall','163','1359','23.04.2019','21'
'3145','Innseilingå - 1','58.9812700','5.7172667','Papir','62','1084','22.04.2019','23'
'3147','Innseilingå - 1','58.9812700','5.7172667','Bio','83','2223','23.04.2019','23'
'1147','Innseilingå - 2','58.9822850','5.7162483','Restavfall','86','2321','17.04.2019',' '
'1477','Innseilingå - 2','58.9822850','5.7162483','Papir','24','1423','23.04.2019','17'
'2836','Innseilingå - 2','58.9822850','5.7162483','Bio','89','1380','23.04.2019','17'
'3119','Jadarholm','58.9887581','5.7451382','Bio','49','2223','16.04.2019','17'
'3131','Jadarholm','58.9887581','5.7451382','Restavfall','111','885','23.04.2019','19'
'3121','Jadarholm','58.9887581','5.7451382','Papir','27','1945','23.04.2019','17'
'2053','Jadarvegen 26, Nærbø','58.6640136','5.6357537','Restavfall','79','2266','23.04.2019','1'
'2046','Jadarvegen 26, Nærbø','58.6640136','5.6357537','Papir','47','2164','22.04.2019','1'
'2062','Jadarvegen 26, Nærbø','58.6640136','5.6357537','Bio','42','2266','12.04.2019','17'
'2054','Jadarvegen 26, Nærbø','58.6640136','5.6357537','Glass/metall','32','1148','21.04.2019','21'
'2610','Jan Petersens gt','58.9430161','5.6891117','Papir','41','1402','23.04.2019','19'
'68','Jan Petersens gt','58.9430161','5.6891117','Bio','90','0','23.04.2019','19'
'731','Jan Petersensgate','58.9430161','5.6891117','Restavfall','0','1785','19.04.2019','1'
'2727','Jernalderveien 57','58.9449350','5.6923850','Papir','0','1263','23.04.2019','1'
'1668','Jernalderveien 57','58.9449350','5.6923850','Bio','0','0','23.04.2019','53'
'1629','Jernalderveien 57','58.9449350','5.6923850','Restavfall','0','2360','23.04.2019',' '
'3803','Jon Torbergssonsvei 4',,,'Restavfall','75','60','23.04.2019','28'
'3812','Jon Torbergssonsvei 4',,,'Papir','85','2359','23.04.2019',' '
'3802','Jon Torbergssonsvei 4',,,'Bio','100','1075','23.04.2019','32'
'3805','Jon Torbergssonsvei 4',,,'Restavfall','103','60','23.04.2019','20'
'3068','Jåsund v/ barnehage','58.9549617','5.5981700','Restavfall','0','945','23.04.2019','21'
'3056','Jåsund v/ barnehage','58.9549617','5.5981700','Papir','0','2154','23.04.2019','19'
'3055','Jåsund v/ barnehage','58.9549617','5.5981700','Bio','0','1318','23.04.2019','21'
'3054','Jåsund v/ barnehage','58.9549617','5.5981700','Restavfall','0','2321','16.04.2019','35'
'2679','Jåsundbakken 6','58.9535617','5.6013867','Bio','0','1181','22.04.2019','17'
'1255','Jåsundbakken 6','58.9535617','5.6013867','Restavfall','0','1547','23.04.2019','19'
'3844','Jåsundbakken 6','58.9535617','5.6013867','Papir','0','60','23.04.2019','3'
'1133','Jåsundbakken 6','58.9535617','5.6013867','Glass/metall','0','2321','23.04.2019',' '
'1381','Jåsundtoppen 1','58.9542450','5.5985700','Papir','0','1820','23.04.2019','15'
'3418','Jåsundtoppen 1','58.9542450','5.5985700','Restavfall','0','2090','23.04.2019','15'
'1380','Jåsundtoppen 1','58.9542450','5.5985700','Bio','0','1388','23.04.2019','15'
'3389','Jåsundtoppen 1','58.9542450','5.5985700','Glass/metall','0','2167','23.04.2019','15'
'3723','Jåsundtoppen 2',,,'Restavfall','1','377','23.04.2019',' '
'3759','Jåsundtoppen 2',,,'Papir','1','60','23.04.2019','39'
'3738','Jåsundtoppen 2',,,'Bio','0','60','23.04.2019','35'
'1475','Jåsundtoppen 2',,,'Glass/metall','0','1405','23.04.2019','19'
'1153','Jåtten barnehage','58.9109879','5.7204618','Papir-næring','18','1189','23.04.2019','17'
'2724','Jåtten barnehage','58.9109879','5.7204618','Bio-næring','8','2341','17.04.2019','27'
'3186','Jåtten barnehage','58.9109879','5.7204618','Rest-næring','34','1356','18.04.2019','15'
'3711','Jåtten skole','58.9148583','5.7251800','Rest-næring','14','2360','23.04.2019',' '
'1263','Jåtten skole','58.9148583','5.7251800','Papir-næring','6','2360','23.04.2019',' '
'3707','Jåtten skole','58.9148583','5.7251800','Bio-næring','21','1257','23.04.2019',' '
'3424','Jåtten Øst - 1','58.9110183','5.7252583','Papir','31','1471','23.04.2019','19'
'905','Jåtten Øst - 1','58.9110183','5.7252583','Bio','32','2172','23.04.2019','19'
'2355','Jåtten Øst - 1','58.9110183','5.7252583','Restavfall','39','2165','23.04.2019',' '
'3623','Jåtten Øst - 2','58.9122849','5.7239685','Restavfall','242','2266','23.04.2019','17'
'351','Jåtten Øst - 2','58.9122849','5.7239685','Papir','44','1593','23.04.2019','19'
'1997','Jåtten Øst - 2','58.9122849','5.7239685','Bio','48','2266','17.04.2019','1'
'2677','Jåtten Øst1-Gausel Atrium','58.9110840','5.7259077','Restavfall','20','1605','16.04.2019','21'
'1403','Jåttåhagen','58.9104652','5.7256851','Restavfall','74','2154','23.04.2019',' '
'1559','Jåttåhagen','58.9104652','5.7256851','Bio','86','2266','17.04.2019','15'
'1731','Jåttåhagen','58.9104652','5.7256851','Restavfall','137','1523','23.04.2019','19'
'3589','Jåttåhagen','58.9104652','5.7256851','Papir','48','2195','23.04.2019','19'
'1946','Jåtunet - 1','58.9106140','5.7227235','Restavfall','14','2011','23.04.2019','1'
'1930','Jåtunet - 1','58.9106140','5.7227235','Papir','15','1721','23.04.2019','1'
'1916','Jåtunet - 1','58.9106140','5.7227235','Bio','22','2070','23.04.2019','1'
'1944','Jåtunet - 2','58.9111939','5.7210717','Restavfall','96','1302','23.04.2019','1'
'1937','Jåtunet - 2','58.9111939','5.7210717','Papir','14','1078','23.04.2019','1'
'2300','Jåtunet - 2','58.9111939','5.7210717','Bio','40','2148','23.04.2019','19'
'2048','Jæren Lutherske Friskule','58.7302700','5.6641383','Rest-næring','315','1567','23.04.2019','1'
'3503','Jæren Lutherske Friskule','58.7302700','5.6641383','Papir-næring','190','1589','23.04.2019','23'
'3686','Jærveien 173-175','58.8320467','5.7180183','Restavfall','93','2360','23.04.2019',' '
'3687','Jærveien 173-175','58.8320467','5.7180183','Papir','126','2360','23.04.2019',' '
'3683','Jærveien 173-175','58.8320467','5.7180183','Bio','21','2360','23.04.2019',' '
'2390','Kaiveien 30 - Hommersåk','58.9290817','5.8483983','Restavfall','9','1706','23.04.2019','19'
'3409','Kaiveien 30 - Hommersåk','58.9290817','5.8483983','Bio','40','1999','23.04.2019','19'
'1727','Kaiveien 30 - Hommersåk','58.9290817','5.8483983','Papir','39','1543','23.04.2019','17'
'2459','Kalaberget','58.7706883','5.8574467','Restavfall','60','1846','23.04.2019','21'
'2317','Kalaberget','58.7706883','5.8574467','Papir','160','884','23.04.2019','23'
'1156','Kalaberget','58.7706883','5.8574467','Papir','58','1597','23.04.2019','21'
'1953','Kalaberget','58.7706883','5.8574467','Bio','56','2266','23.04.2019','21'
'2583','Kalaberget','58.7706883','5.8574467','Glass/metall','95','1552','23.04.2019','21'
'2688','Kalaberget','58.7706883','5.8574467','Restavfall','116','1877','23.04.2019','23'
'2817','Kalaberget','58.7706883','5.8574467','Restavfall','105','1641','23.04.2019','21'
'1164','Kanalgata 8','58.8493745','5.7326106','Papir','47','1760','23.04.2019','19'
'2803','Kanalgata 8','58.8493745','5.7326106','Restavfall','329','1640','23.04.2019','17'
'3521','Kanalgata 8','58.8493745','5.7326106','Bio','146','2301','12.03.2019',' '
'2223','Kannik Park','58.9659157','5.7283316','Papir','7','2360','23.04.2019',' '
'2221','Kannik Park','58.9659157','5.7283316','Bio','8','2223','12.04.2019','27'
'1777','Kannik Park','58.9659157','5.7283316','Restavfall','84','2195','23.04.2019','1'
'3883','Kannikgården',,,'Restavfall','36','1760','23.04.2019','7'
'3896','Kannikgården',,,'Papir','65','20','23.04.2019',' '
'3884','Kannikgården',,,'Bio','22','20','23.04.2019',' '
'3915','Kannikgården',,,'Glass/metall','0','20','23.04.2019',' '
'1216','Kari Lofthus gate ','58.9206983','5.7213600','Bio','0','1779','23.04.2019','1'
'1106','Kari Lofthus gate ','58.9206983','5.7213600','Restavfall','0','1247','23.04.2019','21'
'1459','Kari Lofthus gate ','58.9206983','5.7213600','Papir','0','1634','18.04.2019',' '
'2920','Karistø','58.9384733','5.6386567','Bio','12','0','23.04.2019','25'
'2971','Karistø','58.9384733','5.6386567','Papir','33','1467','23.04.2019','21'
'2968','Karistø','58.9384733','5.6386567','Restavfall','104','577','23.04.2019','21'
'3643','KinoKino Sandnes','58.8544495','5.7370174','Papir-næring','9','2360','23.04.2019','45'
